id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,density1,density2,class1,class2,diff
432,3,6,1608.0,1591.0,585.0,621.0,0.0679,6,1.6059,1.95186,1.0,1.0,1.0,1.0,1.0,1608_1598_1597_1595_1593_1591,585_589_593_598_604_621,_-1_1.6026_2.3778_1.3457_2.8273_1.6059,0.3333333333333333,0.1621621621621621,3,1,1.0
433,3,6,1708.0,1699.0,213.0,230.0,0.1576,6,1.6318,1.6927249999999998,0.75,0.75,0.75,0.75,1.0,1708_1707_1706_1705_1703_1699,213_218_223_224_225_230,_1.6192_1.8881_1.6309_-1_-1_1.6327,0.6,0.3333333333333333,3,1,1.0
435,3,6,1577.0,1570.0,670.0,728.0,0.0759,5,1.6179,1.7890799999999998,1.0,1.0,1.0,1.0,1.0,1577_1575_1572_1571_1570,670_699_705_719_728,_2.4981_1.5611_1.6179_1.4547_1.8136,0.625,0.0847457627118644,3,1,1.0
438,3,7,2770.0,2845.0,185.0,426.0,0.011,45,1.5246499999999998,1.6134642857142858,0.9714285714285714,1.0,1.0,1.0,1.0,2770_2771_2772_2773_2775_2777_2779_2781_2782_2783_2785_2786_2790_2794_2795_2800_2802_2804_2805_2807_2808_2809_2810_2811_2814_2816_2817_2818_2819_2820_2821_2822_2823_2824_2825_2827_2828_2830_2831_2832_2833_2834_2835_2840_2845,185_188_193_194_200_201_206_211_213_217_219_220_229_235_236_250_251_256_259_284_287_291_292_308_318_322_323_325_326_328_331_339_341_354_360_372_386_390_391_392_396_397_399_413_426,_1.0006_1.4255_1.3501_1.7557_1.3148_1.1282_1.3124_1.2002_1.5121_1.2238_2.2248_1.0828_2.1178_1.4823_2.0742_1.3572_1.0049_1.3623_1.6132_-1_1.9365_-1_1.6808_1.4162_1.0212_1.4341_1.799_1.9236_1.5839_-1_1.199_1.9761_1.4283_1.4439_2.5664_3.0203_1.2571_1.636_1.7089_1.6587_1.6372_1.6208_2.8098_1.5372_1.9276,0.5921052631578947,0.1859504132231405,1,1,1.0
439,3,7,3121.0,3169.0,17.0,151.0,0.0211,24,1.633,2.061815789473684,0.95,0.95,1.0,1.0,1.0,3121_3122_3123_3126_3127_3128_3133_3134_3135_3139_3140_3141_3143_3146_3149_3151_3160_3161_3162_3163_3164_3165_3166_3169,17_18_20_23_26_27_30_31_32_47_59_60_63_71_83_109_117_121_122_123_124_128_130_151,_2.4172_1.4014_1.633_1.1184_1.3925_4.9824_-1_1.4053_1.545_1.5305_2.8128_-1_3.0857_1.2182_1.4447_-1_1.6507_1.7091_-1_-1_3.4817_1.8351_1.5931_2.9177,0.4897959183673469,0.1777777777777777,1,1,1.0
440,3,7,2092.0,2076.0,505.0,569.0,0.022,10,1.93285,1.8639625,1.0,1.0,1.0,1.0,1.0,2092_2091_2090_2089_2086_2085_2084_2082_2077_2076,505_521_528_529_534_535_541_558_562_569,_2.0917_-1_-1_1.1051_1.774_2.0967_2.6174_1.4569_1.5729_2.197,0.5882352941176471,0.1538461538461538,1,1,1.0
441,3,7,3172.0,3150.0,55.0,111.0,0.1828,9,1.7537,2.1007444444444445,1.0,1.0,1.0,1.0,1.0,3172_3159_3158_3157_3156_3154_3153_3152_3150,55_88_96_100_101_103_104_105_111,_2.6262_1.6187_1.7537_1.753_1.9961_2.4861_3.4082_1.6356_1.6291,0.391304347826087,0.1578947368421052,1,1,1.0
442,3,7,1028.0,1060.0,1480.0,1582.0,0.085,10,1.6313,1.788322222222222,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1028_1029_1030_1031_1032_1035_1040_1041_1043_1060,1480_1492_1501_1511_1527_1544_1562_1563_1576_1582,_2.4551_1.0706_1.4703_1.3772_1.6342_1.6313_1.7258_3.4191_-1_1.3113,0.303030303030303,0.0970873786407767,1,1,1.0
443,3,7,1049.0,1070.0,1643.0,1677.0,0.0923,6,2.0927,2.04372,0.75,0.75,1.0,1.0,1.0,1049_1050_1051_1052_1056_1070,1643_1645_1654_1669_1676_1677,_2.0927_2.23_1.7243_1.0498_-1_3.1218,0.2727272727272727,0.1714285714285714,1,1,1.0
445,3,8,650.0,756.0,1930.0,2169.0,0.0195,54,1.7056,2.0079562500000003,0.9090909090909092,0.9090909090909092,0.9772727272727272,0.9772727272727272,1.0,650_651_671_672_674_677_678_680_681_682_683_684_685_686_695_696_697_699_700_701_702_703_704_705_706_707_708_711_713_714_715_716_717_728_729_730_731_732_733_734_735_741_742_743_744_745_747_748_750_752_753_754_755_756,1930_1932_1949_1952_1954_1963_1984_1992_1993_1995_2004_2006_2008_2009_2016_2018_2019_2022_2025_2027_2030_2042_2043_2046_2048_2055_2059_2062_2066_2069_2070_2071_2093_2097_2099_2101_2106_2112_2113_2118_2121_2132_2134_2145_2146_2147_2148_2150_2151_2159_2160_2161_2166_2169,_1.5884_2.2864_1.2414_1.3151_1.4119_1.2807_3.3159_1.2943_2.4398_2.5677_1.9562_-1_1.3151_1.2947_1.5744_3.4469_1.7271_-1_1.2212_1.6445_1.7191_1.3183_2.3577_1.9917_1.8721_1.8008_2.9605_2.0255_3.2929_2.4729_3.381_1.6247_2.6096_2.8393_1.5467_1.5419_1.6921_4.8439_1.4033_1.4692_-1_1.3338_-1_1.6801_2.1329_1.4125_-1_2.4309_3.4942_1.6347_1.2351_1.1195_-1_2.2233,0.5046728971962616,0.225,3,1,1.0
446,3,8,2104.0,2198.0,1949.0,2144.0,0.0259,37,1.6912,1.898422580645161,0.8333333333333334,0.9166666666666666,0.9583333333333334,1.0,1.0,2104_2105_2106_2107_2109_2110_2115_2116_2117_2118_2121_2122_2133_2134_2136_2138_2140_2141_2143_2149_2152_2154_2155_2156_2159_2160_2161_2162_2168_2169_2170_2171_2172_2177_2184_2185_2198,1949_1950_1956_1959_1962_1971_1973_1975_1979_1981_1984_1991_1993_1997_2010_2013_2014_2018_2021_2048_2051_2052_2053_2054_2062_2067_2072_2081_2099_2101_2103_2107_2115_2130_2138_2140_2144,_2.05_1.1915_1.2221_1.5256_1.2589_-1_2.1129_1.6612_-1_2.3701_2.6342_1.6758_2.2441_4.1928_1.8374_1.0398_2.1796_-1_1.2705_3.6141_2.6212_1.7876_1.6813_1.8006_1.6118_1.6912_2.1355_1.3148_1.304_1.4362_2.8078_1.4271_1.2512_-1_-1_1.9002_-1,0.3894736842105263,0.1887755102040816,1,1,1.0
447,3,8,443.0,380.0,33.0,119.0,0.0164,28,1.6172,1.899684,0.88,0.96,1.0,1.0,1.0,443_442_441_440_439_437_428_427_423_422_421_420_419_418_413_407_405_394_392_390_388_386_385_384_383_382_381_380,33_34_35_36_46_48_49_55_57_58_60_61_62_63_66_68_70_71_80_82_88_90_93_95_96_103_117_119,_1.3224_1.7745_1.4924_-1_1.4446_1.0592_2.6866_1.7187_1.5278_1.2718_1.5648_1.24_1.6172_1.8501_1.1432_2.522_2.8564_4.5021_2.0323_1.789_-1_1.3166_3.6651_2.0764_0.9045_-1_1.4741_2.6403,0.4375,0.3218390804597701,3,1,1.0
448,3,8,620.0,528.0,1482.0,1695.0,0.0795,27,2.41115,2.184,0.9090909090909092,0.9545454545454546,0.9545454545454546,1.0,1.0,620_619_617_616_605_600_599_598_593_592_582_581_580_579_577_572_570_569_568_567_565_551_550_542_539_531_528,1482_1483_1515_1516_1517_1518_1519_1527_1528_1532_1537_1543_1545_1550_1559_1562_1569_1570_1572_1573_1586_1624_1628_1637_1667_1688_1695,_-1_-1_-1_2.899_1.2707_1.6759_-1_-1_-1_3.2425_2.591_0.9526_-1_2.4877_-1_2.3346_-1_3.0675_0.7677_-1_1.552_2.7386_2.0_-1_-1_2.9962_-1,0.2903225806451613,0.1261682242990654,3,1,1.0
449,3,8,2893.0,2989.0,1482.0,1651.0,0.0887,25,2.0198,2.10996,0.7368421052631579,0.9473684210526316,1.0,1.0,1.0,2893_2894_2895_2896_2897_2898_2900_2901_2903_2904_2905_2908_2917_2929_2932_2935_2936_2940_2941_2945_2952_2954_2958_2961_2989,1482_1507_1511_1512_1515_1516_1519_1526_1529_1544_1559_1562_1565_1571_1572_1573_1585_1588_1596_1609_1612_1613_1626_1643_1651,_2.6786_-1_2.6121_1.8038_-1_2.7418_1.5634_3.6705_1.5082_-1_3.6797_2.3969_2.0574_-1_1.5289_-1_1.0768_1.8736_1.0909_1.4932_1.9822_2.2964_1.2855_2.4912_2.3681,0.2577319587628865,0.1470588235294117,1,1,1.0
450,3,8,670.0,647.0,1870.0,1939.0,0.0639,13,1.94275,1.88937,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,670_669_666_665_662_660_655_654_653_652_651_650_647,1870_1874_1881_1883_1889_1904_1907_1908_1909_1912_1914_1917_1939,_1.982_2.8381_-1_2.2783_1.0787_1.641_1.0704_1.9035_2.1759_1.4831_2.4427_-1_-1,0.5416666666666666,0.1857142857142857,3,1,1.0
451,3,8,2851.0,2883.0,1878.0,1945.0,0.0711,14,1.7556,1.94109,0.6,0.7,0.7,0.9,1.0,2851_2852_2853_2858_2859_2865_2867_2869_2871_2873_2879_2881_2882_2883,1878_1886_1891_1892_1899_1914_1917_1923_1929_1930_1932_1934_1939_1945,_-1_-1_-1_1.5638_1.3053_-1_1.7591_1.7521_1.783_3.0125_2.8385_1.6986_1.9479_1.7501,0.4242424242424242,0.2058823529411764,1,1,1.0
452,3,8,449.0,509.0,1723.0,1815.0,0.1204,14,1.4891,1.6053909090909089,0.8333333333333334,1.0,1.0,1.0,1.0,449_452_454_455_480_481_482_491_495_496_497_507_508_509,1723_1736_1750_1752_1760_1763_1764_1782_1789_1792_1802_1804_1806_1815,_1.6916_-1_1.5849_1.3543_-1_1.7011_2.0996_1.2389_1.0645_1.4052_1.4891_2.6802_1.3499_-1,0.2295081967213114,0.1505376344086021,3,1,1.0
453,3,8,728.0,718.0,2074.0,2092.0,0.0079,11,1.4842,1.5986333333333334,0.9,1.0,1.0,1.0,1.0,728_727_726_725_724_723_722_721_720_719_718,2074_2076_2077_2079_2080_2081_2082_2085_2087_2091_2092,_2.1436_1.3411_2.2083_1.672_1.4842_1.4_1.3002_1.0085_1.8298_-1_-1,1.0,0.5789473684210527,3,1,1.0
454,3,8,622.0,657.0,1851.0,1902.0,0.1791,11,1.6644,1.69762,0.9,1.0,1.0,1.0,1.0,622_623_624_625_626_639_641_643_644_656_657,1851_1852_1853_1855_1860_1861_1863_1865_1866_1891_1902,_1.1515_1.7412_1.2427_2.7078_1.9064_1.5876_1.2007_1.185_2.129_-1_2.1243,0.3055555555555556,0.2115384615384615,3,1,1.0
455,3,8,541.0,561.0,1598.0,1659.0,0.2589,9,1.8727,2.1549875,1.0,1.0,1.0,1.0,1.0,541_549_550_554_555_557_558_559_561,1598_1622_1630_1633_1643_1651_1652_1657_1659,_1.2006_1.507_3.0312_1.715_1.509_3.9159_2.0304_-1_2.3308,0.4285714285714285,0.1451612903225806,3,1,1.0
458,3,8,2931.0,2921.0,1571.0,1581.0,0.1702,6,1.43165,1.439125,0.8333333333333334,1.0,1.0,1.0,1.0,2931_2930_2928_2923_2922_2921,1571_1573_1575_1576_1577_1581,_-1_1.5346_1.4834_1.3799_-1_1.3586,0.5454545454545454,0.5454545454545454,1,1,1.0
459,3,8,2890.0,2884.0,1850.0,1865.0,0.0462,5,1.6782499999999998,1.92775,1.0,1.0,1.0,1.0,1.0,2890_2889_2888_2886_2884,1850_1857_1858_1860_1865,_3.2435_1.111_1.4786_-1_1.8779,0.7142857142857143,0.3125,1,1,1.0
460,3,8,1070.0,1061.0,155.0,223.0,0.0388,6,1.3718,1.4773999999999998,1.0,1.0,1.0,1.0,1.0,1070_1066_1065_1063_1062_1061,155_176_179_210_222_223,_-1_0.9847_1.1264_2.1813_1.6172_-1,0.6,0.0869565217391304,1,1,1.0
461,3,8,2931.0,2976.0,1760.0,1815.0,0.1745,7,1.4919,1.4507,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,1.0,2931_2935_2965_2967_2970_2971_2976,1760_1764_1789_1790_1798_1802_1815,_-1_-1_1.0182_-1_-1_1.4919_1.842,0.1521739130434782,0.125,1,1,1.0
463,3,8,508.0,502.0,1804.0,1809.0,0.0758,5,1.8206,2.06666,1.0,1.0,1.0,1.0,1.0,508_507_506_504_502,1804_1806_1807_1808_1809,_1.3868_3.6623_2.0359_1.8206_1.4277,0.7142857142857143,0.8333333333333334,3,1,1.0
468,3,9,200.0,128.0,290.0,550.0,0.0133,49,1.63515,1.964504761904762,0.902439024390244,0.951219512195122,0.975609756097561,0.975609756097561,1.0,200_197_196_195_194_192_191_190_189_188_187_186_185_182_181_180_179_178_176_175_174_173_172_170_169_168_167_166_165_164_163_161_160_158_157_153_141_139_138_137_136_135_134_133_132_131_130_129_128,290_291_294_298_308_310_311_314_323_327_332_335_340_367_374_385_386_388_396_400_403_406_415_420_427_434_438_443_449_454_455_463_469_481_483_486_487_488_490_493_496_498_500_502_510_528_541_542_550,_1.4901_1.5852_-1_-1_1.3154_2.2426_1.1286_-1_1.1073_3.6112_1.7406_2.2379_3.5046_1.6151_2.3936_2.5864_1.5711_1.4967_2.1561_1.0658_1.028_2.3454_1.6138_1.4626_2.4231_1.5381_2.8799_1.4769_2.1847_1.4229_-1_1.6429_2.168_1.6396_-1_2.5169_-1_2.1536_2.3412_1.6307_1.1773_1.5684_2.1908_1.526_1.495_3.7163_4.4177_-1_1.1011,0.6712328767123288,0.1877394636015325,1,1,1.0
469,3,9,2290.0,2428.0,2392.0,2700.0,0.0494,48,1.8024,1.9218763157894727,0.902439024390244,1.0,1.0,1.0,1.0,2290_2292_2326_2327_2329_2330_2331_2332_2333_2334_2335_2336_2337_2340_2341_2342_2343_2344_2354_2355_2356_2357_2358_2360_2361_2363_2364_2365_2366_2367_2368_2370_2393_2395_2396_2397_2398_2399_2400_2402_2403_2407_2408_2409_2412_2421_2422_2428,2392_2405_2425_2431_2439_2446_2450_2454_2455_2457_2458_2459_2466_2475_2498_2505_2506_2535_2542_2550_2558_2560_2561_2569_2573_2580_2585_2588_2591_2604_2606_2611_2617_2620_2624_2625_2626_2627_2635_2636_2640_2641_2644_2655_2676_2688_2699_2700,_3.1218_-1_1.8919_2.6855_1.0045_1.6111_3.0541_-1_2.0209_-1_1.5008_2.7006_1.2301_1.4917_-1_1.4694_-1_3.4216_2.4434_1.0901_1.2347_-1_1.1342_1.9331_1.4402_1.4515_2.2595_2.4395_1.7245_1.778_1.5918_1.6524_1.4329_1.8268_-1_2.4971_2.2857_-1_1.493_2.1744_-1_1.2932_1.3114_2.5479_2.0457_-1_2.0713_2.675,0.3453237410071942,0.1553398058252427,3,1,1.0
470,3,9,2479.0,2522.0,1050.0,1248.0,0.0523,22,1.8325,1.9436705882352945,0.75,0.9,0.95,1.0,1.0,2479_2480_2481_2482_2486_2487_2495_2496_2497_2499_2500_2501_2502_2504_2510_2513_2515_2516_2517_2520_2521_2522,1050_1052_1053_1054_1069_1073_1074_1075_1103_1105_1111_1120_1129_1164_1176_1177_1200_1202_1207_1232_1246_1248,_1.7468_1.559_1.6552_-1_-1_-1_1.8325_1.8846_1.8347_2.3844_-1_-1_3.1563_1.7038_1.7764_3.128_2.0313_1.5609_1.917_1.4215_2.3301_1.1199,0.5,0.1105527638190954,3,1,1.0
471,3,9,2547.0,2570.0,888.0,959.0,0.0356,11,1.6947,1.99004,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,2547_2548_2555_2556_2557_2558_2560_2562_2563_2564_2570,888_895_902_913_915_916_920_921_935_941_959,_1.969_1.6652_3.3565_-1_3.2904_1.5979_1.3189_2.417_1.7242_1.2668_1.2945,0.4583333333333333,0.1527777777777778,3,1,1.0
472,3,9,357.0,372.0,64.0,147.0,0.0589,9,1.2762,1.815114285714286,0.875,0.875,1.0,1.0,1.0,357_362_363_365_366_367_368_371_372,64_80_90_111_125_142_143_145_147,_-1_0.9417_1.3916_1.101_-1_1.2655_3.2566_1.2762_3.4732,0.5625,0.1071428571428571,3,1,1.0
473,3,9,2437.0,2457.0,1732.0,1812.0,0.0746,9,1.7906,1.933957142857143,0.8571428571428571,1.0,1.0,1.0,1.0,2437_2444_2446_2448_2449_2450_2451_2452_2457,1732_1736_1751_1765_1773_1777_1779_1800_1812,_1.7906_1.0448_-1_1.9998_1.4077_1.0343_2.9518_3.3087_-1,0.4285714285714285,0.1111111111111111,3,1,1.0
474,3,9,215.0,202.0,179.0,248.0,0.0319,8,1.3984,1.5573,1.0,1.0,1.0,1.0,1.0,215_212_211_210_208_204_203_202,179_206_214_217_225_237_241_248,_1.3145_1.2751_-1_2.2172_1.9474_1.3984_1.6482_1.1003,0.5714285714285714,0.1142857142857142,1,1,1.0
475,3,9,803.0,846.0,1931.0,2061.0,0.1659,10,1.5052,1.4295222222222224,0.8888888888888888,1.0,1.0,1.0,1.0,803_804_815_816_821_826_827_842_845_846,1931_1934_1948_1950_1960_1998_2000_2040_2055_2061,_1.8567_1.5052_1.2812_1.6951_1.6771_1.3643_-1_0.8121_1.0441_1.6299,0.2272727272727272,0.0763358778625954,1,1,1.0
476,3,9,853.0,869.0,2306.0,2356.0,0.0562,7,1.6293,2.0663600000000004,0.8,0.8,0.8,1.0,1.0,853_860_861_864_867_868_869,2306_2311_2312_2344_2349_2353_2356,_4.2914_1.2853_1.6293_-1_-1_1.8082_1.3176,0.4117647058823529,0.1372549019607843,1,1,1.0
477,3,9,2554.0,2548.0,839.0,879.0,0.0376,6,1.7218,1.7274,1.0,1.0,1.0,1.0,1.0,2554_2553_2552_2551_2550_2548,839_843_846_847_859_879,_2.2937_1.8105_1.2421_1.9785_1.4065_1.6331,0.8571428571428571,0.1463414634146341,3,1,1.0
478,3,9,876.0,889.0,1547.0,1598.0,0.0782,6,1.7749,1.7732199999999998,0.6,0.8,0.8,0.8,1.0,876_877_878_882_885_889,1547_1553_1557_1583_1591_1598,_1.7749_1.5927_2.1586_1.9773_1.3626_-1,0.4285714285714285,0.1153846153846153,1,1,1.0
479,3,9,868.0,906.0,587.0,665.0,0.0693,7,2.1406,2.06784,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0,1.0,868_872_901_903_904_905_906,587_607_608_634_650_655_665,_-1_2.2164_1.8172_1.5456_-1_2.1406_2.6194,0.1794871794871795,0.0886075949367088,1,1,1.0
481,3,9,801.0,788.0,713.0,775.0,0.1236,5,1.2403,1.2403,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,801_797_796_793_788,713_721_724_738_775,_-1_-1_1.2403_-1_-1,0.3571428571428571,0.0793650793650793,1,1,1.0
484,4,1,1145.0,1111.0,2396.0,2539.0,0.0087,24,1.519,1.7051428571428575,1.0,1.0,1.0,1.0,1.0,1145_1144_1143_1142_1141_1140_1139_1138_1137_1130_1128_1127_1126_1125_1124_1123_1120_1119_1116_1115_1114_1113_1112_1111,2396_2409_2417_2419_2432_2433_2435_2444_2449_2467_2479_2483_2489_2493_2495_2496_2506_2508_2513_2518_2522_2529_2533_2539,_2.676_1.7116_2.4102_-1_-1_4.6405_-1_1.6355_1.0036_2.1032_1.6541_1.1688_1.519_1.0137_1.3564_1.3589_1.206_1.8277_1.2935_1.2207_1.3738_1.2689_1.6423_1.7236,0.6857142857142857,0.1666666666666666,4,1,1.0
485,4,1,471.0,461.0,2158.0,2214.0,0.0372,7,1.3489,1.44806,0.8333333333333334,1.0,1.0,1.0,1.0,471_469_468_467_466_462_461,2158_2167_2168_2184_2194_2207_2214,_1.1282_1.2151_-1_-1_1.3532_1.3489_2.1949,0.6363636363636364,0.1228070175438596,1,1,1.0
487,4,10,1680.0,1704.0,313.0,576.0,0.0046,21,1.8726,1.939042105263158,0.8333333333333334,1.0,1.0,1.0,1.0,1680_1682_1683_1684_1685_1687_1688_1689_1690_1691_1692_1693_1695_1696_1698_1699_1700_1701_1702_1703_1704,313_314_319_352_360_366_367_382_414_429_436_463_495_496_523_540_541_567_568_575_576,_2.2428_1.0235_1.9858_1.3388_1.2995_4.2785_1.6448_0.9131_2.3102_3.0693_2.4557_1.9775_1.1788_1.6144_-1_-1_1.6389_1.7775_2.346_1.8741_1.8726,0.84,0.0795454545454545,4,1,1.0
488,4,10,1761.0,1844.0,1646.0,1868.0,0.1303,20,1.5774,1.8543764705882355,0.8666666666666667,0.9333333333333332,1.0,1.0,1.0,1761_1766_1768_1779_1788_1790_1791_1804_1809_1820_1821_1825_1828_1829_1832_1836_1837_1841_1842_1844,1646_1663_1667_1669_1671_1673_1690_1720_1740_1765_1773_1783_1797_1823_1831_1846_1847_1865_1866_1868,_1.3787_2.153_1.3105_5.1135_2.5714_1.3901_1.8762_0.9549_1.5495_-1_1.7837_1.6637_1.5774_2.0913_-1_-1_1.2662_1.2769_1.4566_2.1108,0.238095238095238,0.0896860986547085,4,1,1.0
489,4,10,1851.0,1861.0,1922.0,1948.0,0.0054,8,1.6868,1.7915285714285714,1.0,1.0,1.0,1.0,1.0,1851_1853_1854_1855_1856_1857_1860_1861,1922_1931_1933_1937_1943_1944_1946_1948,_3.267_1.6878_1.6868_1.1468_-1_1.4189_1.4184_1.915,0.7272727272727273,0.2962962962962963,4,1,1.0
490,4,10,1658.0,1667.0,98.0,131.0,0.0294,7,2.086,2.14136,0.75,0.75,1.0,1.0,1.0,1658_1660_1661_1662_1664_1666_1667,98_109_117_120_124_127_131,_2.5576_2.4952_-1_1.9574_-1_2.086_1.6106,0.7,0.2058823529411764,4,1,1.0
491,4,10,1888.0,1863.0,2071.0,2088.0,0.0298,5,1.41565,1.314575,1.0,1.0,1.0,1.0,1.0,1888_1884_1883_1882_1863,2071_2074_2075_2078_2088,_1.2797_1.5516_1.6494_0.7776_-1,0.1923076923076923,0.2777777777777778,4,1,1.0
492,4,10,1750.0,1756.0,1562.0,1600.0,0.0308,5,1.4894,1.48694,1.0,1.0,1.0,1.0,1.0,1750_1751_1752_1754_1756,1562_1568_1596_1597_1600,_1.3511_1.3092_1.5814_1.7036_1.4894,0.7142857142857143,0.1282051282051282,4,1,1.0
494,4,11,854.0,767.0,10.0,217.0,0.0555,28,1.8411,2.026657142857143,0.8695652173913043,0.9130434782608696,0.9565217391304348,1.0,1.0,854_853_850_846_845_843_842_839_836_835_834_833_832_831_830_828_825_824_820_819_818_816_815_813_812_811_807_767,10_21_41_46_50_52_74_78_108_110_111_113_115_117_119_121_131_136_146_150_174_179_187_202_204_205_210_217,_1.56_1.1908_2.3899_1.1789_-1_2.776_2.3896_1.4567_-1_2.4859_2.5654_3.1655_1.7077_-1_-1_-1_3.3204_1.1495_1.9493_2.1287_3.6415_-1_1.5792_1.8411_1.7457_-1_0.903_1.435,0.3181818181818182,0.1346153846153846,1,1,1.0
495,4,11,742.0,805.0,448.0,711.0,0.1674,19,1.818,1.956552631578947,0.7142857142857143,0.9285714285714286,1.0,1.0,1.0,742_743_745_746_749_750_751_752_754_755_757_758_759_764_765_798_799_800_805,448_483_520_534_537_546_565_566_584_594_626_628_629_666_675_708_709_710_711,_1.818_1.3654_1.1219_1.3377_1.2918_2.6939_2.1851_1.3034_1.3258_1.392_2.4822_2.4982_2.0607_1.4849_1.3407_3.3908_2.6384_2.2649_3.1787,0.296875,0.0719696969696969,1,1,1.0
496,4,11,2131.0,2059.0,530.0,645.0,0.0815,14,1.5493,1.7291666666666667,0.875,1.0,1.0,1.0,1.0,2131_2112_2104_2100_2099_2098_2096_2094_2093_2092_2064_2063_2062_2059,530_532_569_577_579_583_594_601_602_605_606_607_614_645,_2.7019_1.9573_-1_1.2353_-1_1.1637_2.3934_-1_-1_-1_1.6556_1.5493_1.4052_1.5008,0.1917808219178082,0.1206896551724138,4,1,1.0
497,4,11,2109.0,2129.0,438.0,488.0,0.0208,10,1.8067,2.552166666666667,0.875,0.875,0.875,0.875,1.0,2109_2114_2115_2116_2120_2124_2125_2126_2128_2129,438_448_457_458_461_469_470_474_475_488,_-1_2.513_1.8067_1.7283_5.8514_1.7922_1.3054_1.4733_2.1589_4.3403,0.4761904761904761,0.196078431372549,4,1,1.0
498,4,11,1987.0,2004.0,715.0,778.0,0.0113,10,2.03205,2.3495,1.0,1.0,1.0,1.0,1.0,1987_1988_1989_1992_1994_1995_1996_1999_2003_2004,715_720_725_733_743_744_746_747_776_778,_-1_2.0636_3.725_-1_2.3679_5.1145_1.0786_1.234_2.0005_1.2119,0.5555555555555556,0.15625,4,1,1.0
499,4,11,554.0,584.0,1318.0,1401.0,0.0787,11,1.453,1.6935777777777778,0.8333333333333334,1.0,1.0,1.0,1.0,554_569_570_571_574_576_577_581_582_583_584,1318_1334_1336_1340_1378_1382_1383_1392_1393_1400_1401,_-1_2.582_1.3138_1.1483_1.8929_2.9677_0.9806_1.5175_1.3864_-1_1.453,0.3548387096774194,0.1309523809523809,1,1,1.0
500,4,11,717.0,699.0,1122.0,1227.0,0.0427,11,2.1153,2.10651,0.7142857142857143,1.0,1.0,1.0,1.0,717_716_708_707_706_705_704_703_702_701_699,1122_1128_1136_1144_1166_1181_1208_1209_1215_1220_1227,_2.5972_2.2201_2.5536_2.7278_1.1582_-1_1.3781_1.4689_1.7829_2.0105_3.1678,0.5789473684210527,0.1037735849056603,1,1,1.0
501,4,11,1894.0,1911.0,149.0,203.0,0.0076,9,1.39025,1.3730625,1.0,1.0,1.0,1.0,1.0,1894_1896_1898_1899_1900_1901_1902_1906_1911,149_158_159_160_162_185_195_200_203,_1.4149_1.3656_1.288_1.043_1.7624_-1_1.5063_1.6051_0.9992,0.5,0.1636363636363636,4,1,1.0
502,4,11,489.0,502.0,1241.0,1310.0,0.0128,9,1.4705,1.4137625,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,489_490_492_493_494_497_498_500_502,1241_1250_1262_1275_1277_1290_1295_1308_1310,_0.6753_1.2251_1.9396_1.7159_1.066_-1_2.0313_0.9269_1.73,0.6428571428571429,0.1285714285714285,1,1,1.0
503,4,11,1967.0,1891.0,12.0,77.0,0.1068,10,1.54055,1.60482,1.0,1.0,1.0,1.0,1.0,1967_1965_1961_1924_1923_1922_1920_1915_1893_1891,12_19_21_28_32_35_39_56_75_77,_1.0096_1.6149_1.2919_2.0204_1.9607_2.5719_1.4662_1.6831_1.3843_1.0452,0.1298701298701298,0.1515151515151515,4,1,1.0
504,4,11,1979.0,1968.0,1158.0,1238.0,0.0382,8,1.32065,1.4676833333333337,0.8571428571428571,1.0,1.0,1.0,1.0,1979_1978_1976_1975_1974_1973_1970_1968,1158_1175_1207_1208_1209_1218_1236_1238,_1.2208_-1_2.3483_1.3846_1.2111_-1_1.3055_1.3358,0.6666666666666666,0.0987654320987654,4,1,1.0
505,4,11,2014.0,2038.0,215.0,275.0,0.1165,7,1.93935,2.2091,0.8333333333333334,1.0,1.0,1.0,1.0,2014_2017_2018_2020_2023_2027_2038,215_221_222_238_251_263_275,_1.4956_1.592_2.2227_2.6723_-1_3.616_1.656,0.28,0.1147540983606557,4,1,1.0
506,4,11,806.0,787.0,706.0,752.0,0.2729,7,1.98775,1.9260833333333327,0.6,0.6,1.0,1.0,1.0,806_805_800_799_798_790_787,706_708_709_710_711_746_752,_1.9126_1.6867_-1_2.5352_2.0629_0.8322_2.5269,0.35,0.1489361702127659,1,1,1.0
507,4,11,981.0,973.0,93.0,143.0,0.0344,6,1.4337,1.61532,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,981_980_979_978_976_973,93_103_109_112_130_143,_1.4468_3.0223_1.4337_-1_0.9976_1.1762,0.6666666666666666,0.1176470588235294,4,1,1.0
